Target sentence,Prediced sentence,Word error rate,Character error rate
1909 BÃI CÔNG CỦA 200 CÔNG NHÂN VIÊN CHỨC HÃNG LIÊN HIỆP THƯƠNG MẠI ĐÔNG DƯƠNG (L.U.C.I) Ở HÀ NỘI,1909 BÃI CÔNG CỦA 200 CÔNG NHÂN VIÊN CHỨC HÃNG LIÊN HIỆP THƯƠNG MẠI ĐÔNG DƯƠNG (L.U.C.I) Ở HÀ NỘI,0.0,0.0
1887 – Lê Thành Phương,1887  Lê Thành Phương,0.20000000298023224,0.04545454680919647
1876) được coi là hồi ký của mark twain và tác giả mô tả tom sawyer,1876) được coi là hồi ký của mark twain và tác giả mô tả tom sawyer,0.0,0.0
8 ĐỘI NHÌ THÀNH TÍCH TỐT NHẤT CHIA 4 CẶP THI ĐẤU LOẠI TRỰC TIẾP SÂN NHÀ - SÂN KHÁCH ĐỂ GIÀNH 4 SUẤT CÒN LẠI,B ĐỘI NHÌ THÀNH TÍCH TỐT NHẤT CHIA 4 CẶP THI ĐẦU LOẠI TRỰC TIẾP SÂN NHÀ - SÂN KHÁCH ĐỂ GIÀNH 4 SUẤT CÒN LẠI,0.07692307978868484,0.018691588193178177
2—Tháng 6 Năm 1999,2tháng 6 NăM 1999,0.5,0.1666666716337204
1918 - Ao tro thanh mot nuoc cong hoa,1918 - Ao tro thanh mot nuoc cong hoa,0.0,0.0
CẤU TRÚC BO MẠCH CHỦ SƠ LƯỢC GIẢI NGHĨA NHƯ SAU:,CẤU TRÚC BO MẠCH CHỦ SƠ LƯỢC GIẢI NGHĨA NHƯ SAU:,0.0,0.0
8- HÓA HỌC  LÀ MỘT BINH CHỦNG CHUYÊN MÔN KỸ THUẬT,1- HÓA HỌC LÀ MỘT BINH CHỦNG CHUYÊN MÔN KỸ THUẬT,0.09090909361839294,0.040816325694322586
1907 – DƯỚI SỨC ÉP CỦA THỰC DÂN PHÁP,1907  DƯỚI SỨC ÉP CỦA THỰC DÂN PHÁP,0.1111111119389534,0.02777777798473835
Android 4.0 Dựa Trên Rugby Smart,Android 4.0 Dựa Trên Rugby Smart,0.0,0.0
1927 - Đỗ Quang Thắng,1927 - Đỗ Quang Thắng,0.0,0.0
Cau Vinh Thinh (noi voi Vinh Phuc;,Cau Vinh Thinh (noi voi Vinh Phuc,0.1428571492433548,0.029411764815449715
cấu trúc liên kết hai chiều,cấu trúc liên kết hai chiều,0.0,0.0
8 juillet 1998,8 juillet 1998,0.0,0.0
1895–1898 (2006),18951898 (2006),0.5,0.0625
8 giải,8 giải,0.0,0.0
1917 - Will Eisner,1917 - Will Eisner,0.0,0.0
2 tháng 5: Oliver Reed,2 tháng 5: Oliver Reed,0.0,0.0
Cậu Thử Sức Tại Các Cuộc Thi Piano,Cậu Thử Sức Tại Các Cuộc Thi Piano,0.0,0.0
ca Viet Nam nua),ca Viet Nam nua),0.0,0.0
ANDREW MACK,ANDREW MACK,0.0,0.0
bắt nguồn từ một đầm lầy ở độ cao khoảng 1.640 m tại khu vực dãy núi baikal,bắt nguồn từ một đầm lầy ở độ cao khoảng 164o m tại khu vực dãy núi baikal,0.0555555559694767,0.02666666731238365
18 THÁNG 9: BAHAMAS TRỞ THÀNH THÀNH VIÊN CỦA LIÊN HIỆP QUỐC,18 THÁNG 9: BAHAMAS TRỞ THÀNH THÀNH VIÊN CỦA LIÊN HIỆP QUỐC,0.0,0.0
CẤU TRÚC QUÂN SỰ,CẤU TRÚC QUÂN SỰ,0.0,0.0
cấu trúc lập phương tâm mặt được ký hiệu là,cấu trúc lập phương tâm mặt được kỷ hiệu là,0.10000000149011612,0.023255813866853714
Cấu trúc dễ thấy nhất là Đài tưởng niệm Phi hành gia,Cấu trúc dễ thấy nhất là Đài tưởng niệm Phi hành gia,0.0,0.0
Cau tu chinh cua dung dich nay la muoi cua cac axit vo co hoa tan nhieu trong nuoc va phan ly hoan toan trong dung dich thanh cac ion tu do,Cu tu hin cuadug dich ny a oi ca c axt oa tn nhieu trongnoc v pan hoa tontog dng dih hanh c io t dD,0.90625,0.2949640154838562
1908) viết về nhân vật cùng tên,1908) viết về nhân vật cùng tên,0.0,0.0
1929: Xuat hien nhung chuyen bay thuong mai tren truc Fukuoka-Osaka-Tokyo,1929: Xuat hien nhung chuyen bay thuong mai tren truc Fukuoka-Osaka-Tokyo,0.0,0.0
18 tháng 3 - quân giải phóng đánh chiếm kon tum,18 tháng 3 - quân giải phóng đánh chiếm kon tum,0.0,0.0
Cấu Trúc Và Hoạt Động,Cấu Trúc Và Hoạt Động,0.0,0.0
Andrew Sullivan,Andrew Sullivan,0.0,0.0
cả về hành chính lẫn kinh tế,cả về hành chính lẫn kinh tế,0.0,0.0
Andrew Marvell's Grave,Andrew Marvell's Grave,0.0,0.0
1.875 y sĩ và 10.474 y tá,1.875 y sĩ và 10.474 y tá,0.0,0.0
and ric burns,and ric burns,0.0,0.0
cấu trúc theo giới tính,cấu trúc theo giới tính,0.0,0.0
Cầu Xuất Khẩu Ròng Luôn Dương,Cầu Xuất Khẩu Ròng Luôn Dương,0.0,0.0
1890 - NORMAN BETHUNE,1890 - NORMAN BETHUNE,0.0,0.0
Cầu Thủ Và Huấn Luyện Viên Bóng Đá Người Ý,Cầu Thủ Và Huấn Luyện Viên Bóng Đá Người Ý,0.0,0.0
"""bắt nguồn từ tiếng Thượng Đức Cổ diutisc """"dân""""""","""bắt nguồn từ tiếng Thượng Đức Cổ diutisc """"dân""""",0.1111111119389534,0.019999999552965164
8 Âm Lịch),8 Ăm Lịch),0.3333333432674408,0.10000000149011612
Bắt Nguồn Từ Năm 1843 Khi Ông Henry Cole (1808 - 1882),Bắt Nguồn Từ Năm 1843 Khi Ông Henry Cole (1808 - 1882),0.0,0.0
cầu thủ trẻ xuất sắc nhất việt nam 2001,cầu thủ trẻ xuất sắc nhất việt nam 2001,0.0,0.0
CẤU TRÚC MẶT NGOÀI NHÌN DƯỚI KÍNH PHÓNG ĐẠI CÓ NHỮNG ĐĨA MÀU XANH NƯỚC BIỂN ĐẬM KHÔNG NHÌN THẤY Ở CÁC NGỌC NƠI KHÁC,CẤU TRÚC MẶT NGOÀI NHÌN DƯỜI KNH PHÓNG ĐẠI CÓ NHỮNGĐA MÀU XANH NƯỚC BIỂN ĐẬM KHÔNG NHÌN THY Ở CÁC NGỌC NƠI KHÁC,0.20000000298023224,0.043478261679410934
Android Builders Summit,Android Builders Summit,0.0,0.0
8 album Vang va 1 album Bac,8 album Vang va 1 album Bac,0.0,0.0
CẦU THỦ XUẤT SẮC NHẤT CHÂU Á,CỦU THỦ XUẤT SỨC NHẤT CHÂU Á,0.2857142984867096,0.0714285746216774
1896: tàu bellona của đức và tàu ymedi maru của nhật bản chở hàng cho anh bị đắm ở khu vực quần đảo hoàng sa,1896: tàu bellona của đức và tàu ymedi maru của nhật bản chở hàng cho anh bị đắm ở khu vực quần đảo hoàng sa,0.0,0.0
Cầu Trung Hà (nối huyện Tam Nông của tỉnh Phú Thọ và huyện Ba Vì của thành phố Hà Nội),Cầu Trung Hà (nối huyện Tam Nông của tỉnh Phú Thọ và huyện Ba Vì của thành phố Hà Nội),0.0,0.0
1922 Đoàn thám hiểm Anh thứ hai,1922 Đoàn thám hiểm Anh thứ hai,0.0,0.0
2 Tháng 7: Đặng Tiểu Bình Đề Xuất Kinh Tế Thời Chiến,2 Tháng 7: Đặng Tiều Bình Đề Xuất Kinh Tế Thời Chiến,0.0833333358168602,0.01923076994717121
Andrias Japonicus Tại Calphotos,Andrias Japonicus Tại Calphotos,0.0,0.0
CA: Wadsworth,CA: Wadsworth,0.0,0.0
Cau yeu anh trai minh,Cau yeu anh trai minh,0.0,0.0
cấu trúc tinh thể của nền bị lộ ra,cấu trúc tinh thể của nền bị lộ ra,0.0,0.0
1899 - GEORGE BRENT,1899 - GEORGE BRENT,0.0,0.0
1928 – SERGE GAINSBOURG,1928  SERGE GAINSBOURG,0.25,0.043478261679410934
1928 – joseph szigeti mang lại hiệu quả hoạt động đầu tiên của violin concerto của alfredo casella,1928  joseph szigeti mang lại hiệu quả hoạt động đầu tiên của violin concerto của alfredo casella,0.0555555559694767,0.010204081423580647
cấu trúc giải đấu mùa giải 2015–16,cấu trúc giải đấu mùa giải 201516,0.1428571492433548,0.029411764815449715
2 thang 5: Sabina Hank,2 thang 5: Sabina Hank,0.0,0.0
18 Tháng 9 Năm 2006,18 Tháng 9 Năm 2006,0.0,0.0
8BIT YÊU CẦU NGẮT CỨNG VÀ MỘT SỐ BIT ĐIỀU KHIỂN MỚI,BBIT YÊU CẦU NGẤT CỨNG VÀ MỘT SỐ BIT ĐIỀU KHIẾN MỚI,0.25,0.05882352963089943
8 kb rom và 2 kb bộ nhớ ram,8 kb rom và 2 kb bộ nhở ram,0.1111111119389534,0.03703703731298447
CẦU THỦ TRẺ XUẤT SẮC NHẤT:  LUKAS PODOLSKI,CẦU THỦ TRẺ XUẤT SẮC NHẤT: LUKAS PODOLSKI,0.0,0.02380952425301075
1899 – HỘI NGHỊ CÁC THỦ HIẾN ÚC TỔ CHỨC TẠI MELBOURNE QUYẾT ĐỊNH ĐẶT THỦ ĐÔ CỦA QUỐC GIA TẠI CANBERRA,189 HỘI NGHỊ CÁC THỦ HIẾN ÚC TỔ CHỨC TẠI MELBOURNE QUYẾT ĐỊNH ĐẶT THỦ ĐÔ CỦA QUỐC GIA TẠI CANBERRA,0.09090909361839294,0.029702970758080482
8- đại nam thực lục chính biên,8 đại nam thực lục chính biên,0.1428571492433548,0.03333333507180214
1889),1889),0.0,0.0
1880 – george marshall,1880  george marshall,0.25,0.04545454680919647
2 THÁNG 7: KRISZTIÁN LISZTES,2 THÁNG 7: KRISZTIÁN LISZTES,0.0,0.0
bắt nguồn từ vụ bê bối chăm sóc sức khỏe cựu chiến binh năm 2014,bãt nguồn từ vụ bê bối chăm sóc sức khỏe cựu chiến binh năm 2014,0.06666667014360428,0.015625
2 THÁNG 7: GEORG RICHARD KINAT,2 THÁNG 7: GEORG RICHARD KINAT,0.0,0.0
CÂU TRUY VẤN SẼ CÓ DẠNG: HTTP://WWW.BING.COM/VIDEOS/SEARCH?QADULTTERMGOESHERE&ADLTSTRICT (PHÂN BIỆT HOA THƯỜNG),BÁẦ TRUY VẪN S Ó DẠNG: T:1 WNLBINGCOM VIDEOSISEAREWIOADUITERMGOESHERELADISIRET (PHẦN BIỆT HOA THƯỜNG),0.7272727489471436,0.2702702581882477
Cau thu xuat sac nhat nam cua FIFA 1998,Cau thu xuat sac nhat nam cua FIFA 1998,0.0,0.0
1929–30,192930',1.0,0.2857142984867096
1903 - nguyễn công hoan,1903 - nguyễn công hoan,0.0,0.0
2 tháng 7: bầu cử tổng thống trong méxico,2 tháng 7: bầu cử tổng thống trong méxico,0.0,0.0
1902 – Câu Lạc Bộ Bóng Đá Tây Ban Nha Real Madrid Được Chính Thức Thành Lập,1902  Câu Lạc Bộ Bóng Đá Tây Ban Nha Real Madrid Được Chính Thức Thành Lập,0.05882352963089943,0.013333333656191826
8 giờ nghỉ ngơi,8 giờ nghỉ ngơi,0.0,0.0
cầu thủ sở hữu danh hiệu Chiếc giày vàng World Cup 2006 đồng thời cũng là Vua phá lưới Bundesliga năm 2006 với 25 bàn thắng,cầu thủ sở hữêu danh hiệu Chiếc giày vàng Wrld Cup 206 đồng thời cũng là Vua phá lri Bundesliga năm 206 với a5 bn thắng,0.26923078298568726,0.06504064798355103
Cả Về Diện Tích Và Dân Số,Cả Về Diện Tích Và Dân Số,0.0,0.0
1897 – VỆ LẬP HOÀNG,1897  VỆ LẬP HOÀNG,0.20000000298023224,0.05263157933950424
1926 - JON VICKERS,1926 - JON VICKERS,0.0,0.0
1904 Hải chiến Hoàng Hải,1904 Hải chiến Hoàng Hải,0.0,0.0
8 đội chia làm hai bảng thi đấu theo thể thức vòng tròn (diễn ra tại miami,1 đội chia làm hai bảng thi đầu theo thể thức vòng tròn (diến ra tại miami,0.1764705926179886,0.04054053872823715
1879 – gottfried semper,1879  gottfried semper,0.25,0.043478261679410934
CẢ VŨ TRỤ SẼ CÙNG HỢP SỨC ĐỂ THỰC HIỆN NÓ,CẢ VŨ TRỤ SẼ CÙNG HỢP SỨC ĐẾ THỰC HIỆN NÓ,0.09090909361839294,0.024390242993831635
cá và mực;,"cá và mực,",0.3333333432674408,0.10000000149011612
Andrew Jennings Investigation Followups,Andrew Jennings Investigation Followups,0.0,0.0
2 tháng 5: hugo hartung,2 tháng 5: hugo hartung,0.0,0.0
19 Tháng 9: José Azevedo,19 Tháng 9: José Azevedo,0.0,0.0
8-gatsu no symphony: shibuya,8-gatsu no symphony: shibuya,0.0,0.0
1906 - Ernst Boris Chain,1906 - Ernst Boris Chain,0.0,0.0
Cấu trúc vô định hình là cấu trúc trật tự gần,Cấu trúc vô định hình là cấu trúc trật tự gần,0.0,0.0
cá và gà là các thành phần chính,cá và gà là các thành phần chính,0.0,0.0
Cá Vược,Cá Vược,0.0,0.0
Andrew Stanton vai Crush,Andrew Stanton vai Crush,0.0,0.0
1904) ngày nay,1904) ngày nay,0.0,0.0
bắt nguồn từ quốc kỳ của nước Đan Mạch,bắt nguồn từ quốc kỳ của nước Đan Mạch,0.0,0.0
1924 – Daniel arap Moi,1924  Daniel arap Moi,0.20000000298023224,0.04545454680919647
1875 – NGA VÀ NHẬT BẢN KÝ KẾT HIỆP ƯỚC SANKT-PETERBURG,1875  NGA VÀ NHẬT BẢN KÝ KẾT HIỆP ƯỚC SANKT-PETERBURG,0.09090909361839294,0.018518518656492233
18 tháng 1: Cameroon công bố Hiến pháp mới,18 tháng 1: Cameroon công bố Hiến pháp mới,0.0,0.0
"""câu trả lời theo chủ nghĩa công lợi của john austin là luật là """"những mệnh lệnh""","""câu trả lời theo chủ nghĩa công lợi của john austin là luật là """"những mệnh lệnh""",0.0,0.0
2 tháng 7 năm 1778 – 1 tháng 3 năm 1781,2 tháng 7 năm 1778  1 tháng 3 năm 1781,0.09090909361839294,0.025641025975346565
2 THÁNG 7: JENS ACKERMANN,2 THÁNG 7: JENS ACKERMANN,0.0,0.0
1928 – Neil Harvey,1928  Neil Harvey,0.25,0.0555555559694767
2 Tháng 6 Benno,2 Tháng 6 Benno,0.0,0.0
cấy,cây,1.0,0.3333333432674408
"""cấu trúc cũng thuộc loại độc đáo nhất trong lịch sử xây dựng thành lũy của người việt cổ""""""","""cấu trúc cũng thuộc loại độc đáo nhất trong lịch sử xây dựng thành lũy của người việt cổ""""""",0.0,0.0
1.c,1.c,0.0,0.0
1891 - THÉODORE DE BANVILLE,1891 - THÉODORE DE BANVILLE,0.0,0.0
cầu viện ngoại bang,cầu viện ngoại bang,0.0,0.0
10k,1Ok,1.0,0.3333333432674408
1904/05;,1904/05,1.0,0.125
andrew (tháng 9 năm 2016),andrew (tháng 9 năm 2016),0.0,0.0
cầu thủ và huấn luyện viên bóng đá người Anh Quốc,cầu thủ và huấn luyện viên bóng đá người Anh Quốc,0.0,0.0
1923 – lý quang diệu,1923  lý quang diệu,0.20000000298023224,0.05000000074505806
1878 – Lord Dunsany,1878  Lord Dunsany,0.25,0.05263157933950424
Cau truc lap phuong tam mat co he so xep chat la 74%,Cau truc lap phuong tam mat co he so xep chat la 74%,0.0,0.0
Cầu thủ xuất sắc nhất châu Âu,Cầu thủ xuất sắc nhất châu Âu,0.0,0.0
1.875 y sĩ và 10.474 y tá,1.875 y sĩ và 10.474 y tá,0.0,0.0
1877 – TẠI ĐÀI THIÊN VĂN HẢI QUÂN HOA KỲ,1877  TẠI ĐÀI THIÊN VĂN HẢI QUÂN HOA KỲ,0.10000000149011612,0.02500000037252903
1887),1887),0.0,0.0
1922 - Ngô Linh Ngọc,1922 - Ngô Linh Ngọc,0.0,0.0
bắt nguồn từ nhạc blues và cả tính phiêu diêu trong những album đầu tiên của họ,bắt nguồn từ nhạc blues và cả tính phiêu diêu trong những album đầu tiên của họ,0.0,0.0
1921 - Elmer Valo,1921 - Elmer Valo,0.0,0.0
1928 - NGUYỄN KHÁNH,1928 - NGUYỄN KHÁNH,0.0,0.0
8 gio!,8 gio!,0.0,0.0
2 thang 5 – Tem buu chinh cuoi cung cua Man Chau quoc duoc phat hanh,12 thang 5  Tem buu chinh cuoi cung cua Man Chau quoc duoc phat hanh,0.125,0.029411764815449715
2 thang 5: Lazaro Bruzon,2 thang 5: Lazaro Bruzon,0.0,0.0
cầu thủy điện đồng nai 5,cầu thủy điện đồng nai 5,0.0,0.0
Andrews Được Tái Hiện Là Một Người Rất Tốt Và Hiền Hậu,Andrews Được Tái Hiện Là Một Người Rất Tốt Và Hiên Hậu,0.0833333358168602,0.018518518656492233
cavite vào ngày 12 tháng 6 năm 1898,cavite vào ngày 12 tháng 6 năm 1898,0.0,0.0
bat not Dong Chu quan mang ve,bat not Dong Chu quan mang ve,0.0,0.0
Cả Yamagata và Saionji từ chối đảm nhiệm vị trí này,Cá Yamagata và Saionji từ chối đám nhiệm vị trí này,0.1818181872367859,0.03921568766236305
(1904-1989),(1904-1989),0.0,0.0
19 tháng 9 – don harron,19 tháng 9  don harron,0.1666666716337204,0.043478261679410934
cả Viện này có 1.575 sinh viên (so với tổng dân số Việt Nam khi đó là 23 triệu),cả Viện này có 1575 sinh viên (so với tổng dân số Việt Nam khi đó là 23 triệu),0.05263157933950424,0.012658228166401386
1926 – tôn thất đính,1926  tôn thất đính,0.20000000298023224,0.05000000074505806
1905 - BOB WILLS,1905 - BOB WILLS,0.0,0.0
Cầu Thủ Xuất Sắc Nhất Cúp Bóng Đá Thành Phố Hồ Chí Minh 2004,Cầu Thủ Xuất Sắc Nhất Cúp Bóng Đá Thành Phố Hồ Chí Minh 2004,0.0,0.0
ca vung Dong Nai Thuong duoc sap nhap vao tinh Binh Thuan,ca vung Dong Nai Thuong duoc sap nhap vao tinh Binh Thuan,0.0,0.0
cây cầu hiện tại được đưa vào lưu thông vào năm 1974,cây cầu hiện tại được đưa vào lưu thông vào năm 1974,0.0,0.0
2 thang 7: Quan Bac phat tro ve danh dep Tran Huynh Minh,2 thang 7: Quan Bac phat tro ve danh dep Tran Huynh Minh,0.0,0.0
1900Xxxx-: Số Chăm Sóc Khách Hàng,1900Xxxx-: Số Chăm Sóc Khách Hàng,0.0,0.0
Andrew Wiles đã nhận được nhiều giải thưởng khoa học và toán học từ năm 1988:,Andrew Wiles đã nhận được nhiều giải thường khoa học và toán học từ năm 1988:,0.0625,0.012987012974917889
cau thu xuat sac nhat (Most Valuable Player - viet tat: MVP) se duoc chon va trao Cup Pete-Rozelle,cau thu xuat sac nhat (Most Valuable Player - viet tat: MVP) se duoc chon va trao Cup Pete-Rozelle,0.0,0.0
CẢ VIỆT QUỐC VÀ ĐẠI VIỆT BẮT ĐẦU PHỤC HỒI LẠI,CẢ VIỆT QUỐC VÀ ĐẠI VIỆT BẮT ĐẦU PHỤC HỒI LẠI,0.0,0.0
ca xa hoi deu thay cac gia tri van hoa truyen thong ma trong do nhung net tich cuc cua van hoa Nho giao la mot bo phan,ca xa hoi deu thay cac gia tri an hoa truyen thong ma trong do nhung nt tich cuc cua van hoa Nho giao la mot bo phan,0.0714285746216774,0.016949152573943138
2 tháng 5 năm 1959),2 tháng 5 năm 1959),0.0,0.0
19 Tháng 9: Hòa Thượng Thích Huyền Quang (Mất 2008),19 Tháng 9: Hòa Thượng Thích Huyền Quang (Mất 2008),0.0,0.0
1907: Hiệp Ước Nga-Anh,1907: Hiệp Ước Nga-Anh,0.0,0.0
18 THÁNG 5: HOÀNG TỬ ALFONS CONSTANTIN MARIA,18 THÁNG 5: HOÀNG TỬ ALFONS CONSTANTIN MARIA,0.0,0.0
cầu trung hòa,cầu trung hòa,0.0,0.0
1930-1975;',1930-1975',1.0,0.09090909361839294
1876 – Alexander Graham Bell duoc Hoa Ky cap mot bang sang che cho mot phat minh ma ong goi la dien thoai,1876  Alexander Graham Bell uoc Hoa Ky cap mot bang sang che cho mot phat minh ma ong goi la dien thoai,0.08695652335882187,0.01904761977493763
Cau thu tre nhat gianh cup: Gary Mills cua Nottingham Forest,Cau thu tre nhat gianh cup: Gary Mills cua Nottingham Forest,0.0,0.0
1927 - Gordon Cooper,1927 - Gordon Cooper,0.0,0.0
Cấu trúc ngôi phù đồ gồm 12 nền lộ thiên to,Cấu trúc ngôi phù đồ gồm 12 nền lộ thiên to,0.0,0.0
cây ăn trái mọc dọc một con sông có tên gọi là Airlele (Ayer Leleh),cây ăn trái mọc dọc một con sông có tên gọi là Airlele (Ayer Lelch),0.06666667014360428,0.014925372786819935
Cầu Yên Lệnh,Cầu Yên Lệnh,0.0,0.0
1876)),1876)),0.0,0.0
2 tháng 5: tổ chức giải vô địch bóng đá trong nhà đông nam á 2006 tại băng cốc (thái lan),12 tháng 5: tổ chức giải vô địch bóng đá trong nhà đông nam á 2006 tại băng cốc (thải lan),0.095238097012043,0.02247191034257412
Cavendish),Cavendish),0.0,0.0
2 THÁNG 7: LÝ TÔNG NHÂN TRỞ VỀ TRUNG QUỐC,2 THÁNG 7: LÝ TÔNG NHÂN TRỞ VỀ TRUNG QUỐC,0.0,0.0
cau Tra Khuc 2,cau Tra Khuc 2,0.0,0.0
2 thang 5 Maya Plisetskaya,2 thang 5 Maya Plisetskaya,0.0,0.0
Cả Với Các Bệnh Nhân Nội,Cả Với Các Bệnh Nhân Nội,0.0,0.0
1889 – C,1889  C,0.3333333432674408,0.125
BẮT NGUỒN TỪ LÂU ĐÀI LIECHTENSTEIN Ở HẠ ÁO MÀ HỌ ĐÃ SỞ HỮU TỪ ÍT NHẤT NĂM 1140 ĐẾN THẾ KỶ 13 (VÀ MỘT LẦN NỮA TỪ 1807 ĐẾN SAU NÀY),BẮT NGUỒ TỪ LÂU ĐÀI LIEGHESIEN Ở HẠ A À H ĐÃ S NÔH T IT HT NÀH 1A ĐẾN TH KỶ 13 CÀ HỘT LẦ MĂN TỪ 18T ĐẾN BAU NY),0.625,0.27131783962249756
19 với những tòa nhà thương mại,19 với những tòa nhà thương mại,0.0,0.0
1882 – ZOLTÁN KODÁLY,1882  ZOLTÁN KODÁLY,0.25,0.05000000074505806
1879 – Thomas Edison lan dau tien chung minh den soi dot truoc cong chung tai Edison,1879  Thomas Edison lan dau tien chung minh den soi dot truoc cong chung tai Edison,0.05882352963089943,0.011904762126505375
1887 - heino eller,1887 - heino eller,0.0,0.0
1892 - Gregory La Cava,1892 - Gregory La Cava,0.0,0.0
19 TRIỆU NGƯỜI SÔNG Ở VÙNG ĐÔ THỊ ĐẠI SÃO PAULO (REGIÃO METROPOLITANA) KHIẾN CHO VÙNG ĐÔ THỊ NÀY LÀ MỘT TRONG 5 VÙNG ĐÔ THỊ ĐÔNG DÂN NHẤT THẾ GIỚI,18 TIU HƯỜ ĐN VN Đ Ị A A(R R R O UA A H N H NH N ÀMH TRN VNH Đ Ị ĐN N H TH UỚ,1.0,0.568493127822876
cây cầu lịch sử được xây dựng vào thời pháp thuộc,cây cầu lịch sử được xây dựng vào thời pháp thuộc,0.0,0.0
Cấu Trúc Của Giải Đấu Đã Được Thay Đổi Rất Nhiều Trong Năm 1999,Cấu Trúc Của Giải Đấu Đã Được Thay Đồi Rất Nhiều Trong Năm 1999,0.0714285746216774,0.01587301678955555
8 Băng Tải Cho Người Đi Bộ,8 Băng Tải Cho Người Đi Bộ,0.0,0.0
1bao gồm các giải đấu copa libertadores,1bao gồm các giải đấu copa libertadores,0.0,0.0
Cấu Trúc Giống Hình Que Dài Từ Ngà Đến Bề Mặt Của Răng,Cấu Trúc Giống Hình Que Dài Từ Ngà Đến Bề Mặt Của Răng,0.0,0.0
1 CÁI),1CÁI),1.0,0.1666666716337204
cavour được chờ đợi sẽ đưa vào phục vụ năm 2008 để hỗ trợ thêm cho những chiếc tàu sân bay trong lực lượng hải quân ý hiện nay giuseppe garibaldi,beoa đượch đi đa vophc v mn0đếhốt thnm ch nhngchtct usnh ton lực l ng h u hiện y gup ribli,0.9354838728904724,0.45517241954803467
1925 – Irina Korschunow,1925  Irina Korschunow,0.25,0.043478261679410934
1887,1887,0.0,0.0
1901 – Eivind Groven,1901  Eivind Groven,0.25,0.05000000074505806
1921 ĐOÀN THÁM HIỂM NGƯỜI ANH THÁM HIỂM LỐI VƯỢT QUA TẢNG BĂNG RONGBUK,1921 ĐOÀN THÁM HIỂM NGƯỜI ANH THÁM HIỂM LỐI VƯỢT QUA TẢNG BĂNG RONGBUK,0.0,0.0
1 BỆNH VIỆN ĐIỀU DƯỠNG VÀ PHỤC HỒI CHỨC NĂNG,1 BỆNH VIỆN ĐIỀU DƯỠNG VÀ PHỤC HỒI CHỨC NĂNG,0.0,0.0
1877 – nhà thiên văn học người mỹ asaph hall khám phá ra deimos,1877  nhà thiên văn học người mỹ asaph hall khám phá ra deimos,0.0714285746216774,0.01587301678955555
18 thang 11: Lennie Tristano,18 thang 11: Lennie Tristano,0.0,0.0
2 tháng 5: steffen ziesche,2 tháng 5: steffen ziesche,0.0,0.0
android 4.3,android 4.3,0.0,0.0
ANDREW MARVELL INDEX ENTRY AT POETS' CORNERANDREW JOHN WILES LÀ NHÀ TOÁN HỌC NGƯỜI ANH,ANDREW MARVELL INDEX ENTRY AT POETS CORNERANDREW JOHN WILES LÀ NHÀ TOÁN HỌC NGƯỜI ANH,0.06666667014360428,0.011627906933426857
1913 – BILL SHANKLY,1913  BILL SHANKLY,0.25,0.05263157933950424
bắt nguồn từ quy tắc của bunraku và nō,bắt nguồn từ quy tắc của bumaku và s,0.2222222238779068,0.10526315867900848
cay an qua cac loai,cay an qua cac loai,0.0,0.0
andrew l,andrew l,0.0,0.0
1921 - Al Jaffee,1921 - Al Jaffee,0.0,0.0
Cấu trúc và hệ thống tổ chức của Mafia Mỹ được Salvatore Maranzano tạo ra (từng là ông chủ của mọi ông chủ của mạng lưới Mafia Mỹ,Cáu trc àhệ thống tổ chức của Maia Mỹ được Salvatoe Marnzano tạo ra từng là ông chủ của mọi ông chủ của mạn lưới Maĩl Mỹ,0.3571428656578064,0.09302325546741486
CẤU TRÚC RỪNG,CẤU TRÚC RỪNG,0.0,0.0
18 tháng 10,18 tháng 10,0.0,0.0
CẦU VÀ ARMADA DEL MAR DEL SUR (ĐỘI TÀU PHƯƠNG NAM) ĐỂ CHỐNG LẠI BỌN HẢI TẶC,CẦU VÀ ARMADA DEL MAR DEL SUR (ĐỘI TÀU PHƯƠNG NAM) ĐỂ CHỐNG LẠI BỌN HẢI TẶC,0.0,0.0
Cây cầu Kanmon và bằng đường hầm Kanmon (dành riêng cho xe lửa) và đường hầm Shin-Kanmon (dành riêng cho tàu cao tốc Shinkansen) là ba tuyến đường nối Honshu và Kyushu,Cac n n n n n n h h hn n n ,1.0,0.8443113565444946
CẢ XANTHAT VÀ THIOXANTHAT TƯƠNG ỨNG (SINH RA TỪ XỬ LÝ CS2 VỚI CÁC THIOLAT NATRI) ĐỀU ĐƯỢC SỬ DỤNG NHƯ LÀ TÁC NHÂN TÁCH ĐÃI TRONG CHẾ BIẾN,CÁ XANTHT VÀ THOKANHT TƯNG NG IÍHRA S I C TOL NARI BĐD ĐƯỢC S DNGNHỮ L TÁC NHNTCHĐÀI RNG CH IỂN,0.8965517282485962,0.37226277589797974
Cầu thủ xuất sắc nhất giải: Nguyễn Minh Phương của SHB Đà Nẵng,Cầu thủ xuất sắc nhất giải: Nguyễn Minh Phương của SHB Đà Nẵng,0.0,0.0
1902 - CECIL RHODES,1902 - CECIL RHODES,0.0,0.0
CẦU THỦ XUẤT SẮC NHẤT 2009 TOULON TOURNAMENT,CẦU THU XUẤT SÁC NHẤT 2009 TOULON TOURNAMENT,0.25,0.04545454680919647
